requirement_id,section,source_digest,modal,work_packages,test_or_gate,artifact,owner,feature,heading,statement
REQ-8-6a9b3d1d-6fad6e7ef3f2a46c,8,6fad6e7ef3f2a46c12cace6e08ff070cad794e6478faa98c7166957d8d3020cd,MUST,WP-05,importer coverage manifest; partial/unknown honesty; retention/delete,acceptance/*; docs/process/implementation-plan.md; F-12,product-core,F-12,F-12 Runtime Importers 与 Session Timeline,Dev Container/Docker/CI/cloud agent 通过目标环境内 collector 或官方 export 导入；Receipt 必须区分“远端实测”和“本机对远端配置的推断”。
REQ-8-6a9b3d1d-4870ed3e63c94a6d,8,4870ed3e63c94a6dc973d8f330796892c4144fb233a1d11a2dd485442248f9ab,MUST-NOT,WP-05,importer coverage manifest; partial/unknown honesty; retention/delete,acceptance/*; docs/process/implementation-plan.md; F-12,product-core,F-12,F-12 Runtime Importers 与 Session Timeline,timeline 对 importer 明确暴露的 turn、compaction、memory change、skill activation、MCP/tool call、schema change、context budget 和 cost 记录真实事件；未暴露的事件类型只记录 capability `indeterminate/unknown`，不能补造 event。
REQ-8-6a9b3d1d-c250fcf6f5c23e63,8,c250fcf6f5c23e6302871b87e48f4efb0223af86949517e5b6005ea7a945430e,MUST,WP-05,importer coverage manifest; partial/unknown honesty; retention/delete,acceptance/*; docs/process/implementation-plan.md; F-12,product-core,F-12,F-12 Runtime Importers 与 Session Timeline,importer 必须覆盖或诚实标 Unknown：custom command/prompt、agent/subagent/child context、`@`/attachment/retrieval/file read、steering/handoff、tool search/catalog、MCP prompt/resource/server instruction 与 tool result。
REQ-8-6a9b3d1d-05e3fa435a1075c2,8,05e3fa435a1075c2c8f762913bd38c470b4b4bd2ca2c35a6e492d46442252266,MUST,WP-05,importer coverage manifest; partial/unknown honesty; retention/delete,acceptance/*; docs/process/implementation-plan.md; F-12,product-core,F-12,F-12 Runtime Importers 与 Session Timeline,必须区分 session 累计 input、当前 context occupancy、cache read/write、output、tool fee；无法获得时为 Unknown。
REQ-8-6a9b3d1d-8f59975346479dab,8,8f59975346479dab8c1435be3e9755af01fc6fb3cd5ced5e23c406cad925673c,MUST,WP-05,importer coverage manifest; partial/unknown honesty; retention/delete,acceptance/*; docs/process/implementation-plan.md; F-12,product-core,F-12,F-12 Runtime Importers 与 Session Timeline,用户必须能删除单个 session、项目历史或全部历史，并确认相关派生分析被删除或重新计算。
REQ-8-424bc776-a595475ae35bb15f,8,a595475ae35bb15f9be700b4e925c5772ba1a46056e726c0f733dcfb7f83a69f,MUST,WP-09,consent/payload/egress tests; evidence-linked suggestion checks,acceptance/*; docs/process/implementation-plan.md; F-13,product-core,F-13,F-13 LLM Advisor,LLM Advisor 必须是用户主动触发、可预览发送内容，并通过 `AnalysisAdapter` 调用用户已有的本地 command、标准 endpoint 或外部 AI 工具；也可只导出脱敏 analysis bundle。Contexpect 不维护完整 provider catalog、模型路由或独立 API-key 管理面。
REQ-8-424bc776-c7e7061867334f07,8,c7e7061867334f073fe41cca7fbdd56e605c9128ed204f27f54c07dd6e638cdb,MUST,WP-09,consent/payload/egress tests; evidence-linked suggestion checks,acceptance/*; docs/process/implementation-plan.md; F-13,product-core,F-13,F-13 LLM Advisor,每条建议必须引用输入 evidence；用户接受后仍走 preview/apply/receipt。
REQ-8-424bc776-2b560d7f07d54689,8,2b560d7f07d546891f34ad945d9f487b84940ae6531064fdabd2ac0da29d1893,MUST-NOT,WP-09,consent/payload/egress tests; evidence-linked suggestion checks,acceptance/*; docs/process/implementation-plan.md; F-13,product-core,F-13,F-13 LLM Advisor,LLM 输出只保存为独立 `AdvisorSuggestion` 或 `CandidateRelation`，状态固定为 non-authoritative candidate。它不得创建/修改 ContextStateClaim，不参与 precedence、签名真值、policy、CI、baseline 或 semantic reconciliation；用户确认后也只生成 user-authored Intent/decision，随后由独立 resolver/evidence 重新核对。
REQ-8-424bc776-c925f9434bd6b5f5,8,c925f9434bd6b5f539f06472530e915327c183bac904a32eff762b3e5634db1a,MUST,WP-09,consent/payload/egress tests; evidence-linked suggestion checks,acceptance/*; docs/process/implementation-plan.md; F-13,product-core,F-13,F-13 LLM Advisor,adapter 必须返回其声明的 provider/model/版本、时间、发送字段类别和 retention 元数据；secret 由 OS keystore/现有 secret manager 或外部工具持有，不进入 Contexpect 配置和日志。不默认保存原始响应。
REQ-8-424bc776-2de6d1e6e82a60c3,8,2de6d1e6e82a60c3dba1237be8cb3a5411dca36c034f57693dcaece4b15d9204,MUST,WP-09,consent/payload/egress tests; evidence-linked suggestion checks,acceptance/*; docs/process/implementation-plan.md; F-13,product-core,F-13,F-13 LLM Advisor,LLM/provider、registry、update check、webhook 和外部 adapter 共用 egress policy：域名/IP allowlist、DNS rebinding/SSRF 防护、proxy/TLS 设置、目标认证和每次发送审计。URL 参数、redirect 和本机/云 metadata endpoint 必须进入负例测试。
REQ-8-142d49fd-95aecc1d4d206f49,8,95aecc1d4d206f498ba23adfe0b7d1c80b601e819911f8e9fd988a9a5cef2e3c,MUST,WP-09,observed-window wording invariant; history deletion/derivation invalidation,acceptance/*; docs/process/implementation-plan.md; F-14,product-core,F-14,F-14 历史会话分析,必须支持用户授权的本地历史 importer，并按 harness/version/surface 标注来源。
REQ-8-142d49fd-6db5ca9d7b9327d2,8,6db5ca9d7b9327d29312bcd3fb8aaecead2fd50677baaf1060eb0686ab5368e2,MUST-AND-MUST-NOT,WP-09,observed-window wording invariant; history deletion/derivation invalidation,acceptance/*; docs/process/implementation-plan.md; F-14,product-core,F-14,F-14 历史会话分析,“从未使用”必须表述为“在已导入、可观察的 N 个 session 中未观察到”，不能推广到全部使用历史。
REQ-8-142d49fd-3bec0d5d26faed96,8,3bec0d5d26faed96015b40027de1d6845518f748926ec34c3e1bd56ad35cc403,MUST,WP-09,observed-window wording invariant; history deletion/derivation invalidation,acceptance/*; docs/process/implementation-plan.md; F-14,product-core,F-14,F-14 历史会话分析,可以提出 rule/skill/memory 候选，但必须展示样本会话和反例。
REQ-8-7a4c815a-c46d202829d004b8,8,c46d202829d004b8720040c4b105cad1a1a1ef88a5f0986aeeeb291f5737928d,MUST,WP-10,frozen ExperimentContract; statistical decision fixtures; runner receipt,acceptance/*; docs/process/implementation-plan.md; F-15,product-core,F-15,F-15 Context Effect Lab,必须能定义 task suite、代码基线、control/treatment context、harness/model/version、重复次数、随机性设置和质量门禁。
REQ-8-7a4c815a-abdd7859b5032496,8,abdd7859b5032496f3980d11c4f84308243503fe0e00891a9b2ea71802a71be0,MUST,WP-10,frozen ExperimentContract; statistical decision fixtures; runner receipt,acceptance/*; docs/process/implementation-plan.md; F-15,product-core,F-15,F-15 Context Effect Lab,必须保存每次运行的 Receipt、输出摘要、门禁结果、时间、token/cost 和异常。
REQ-8-7a4c815a-f949e3b1dfeefab6,8,f949e3b1dfeefab6edd703e8d4fc84317ef1ac16c20a3c58515f32f7dabad91c,MUST,WP-10,frozen ExperimentContract; statistical decision fixtures; runner receipt,acceptance/*; docs/process/implementation-plan.md; F-15,product-core,F-15,F-15 Context Effect Lab,必须检测关键混杂：代码漂移、模型变化、harness 更新、不同 tool availability、缓存、网络失败、门禁变化。
REQ-8-7a4c815a-d7e9209a50c96357,8,d7e9209a50c9635726bf5caa29edca4b58528751f2757aafcbb18e5a94fa4448,MUST,WP-10,frozen ExperimentContract; statistical decision fixtures; runner receipt,acceptance/*; docs/process/implementation-plan.md; F-15,product-core,F-15,F-15 Context Effect Lab,必须提供 pass rate、分布、置信区间/不确定性和 failure taxonomy；样本不足时显示 inconclusive。
REQ-8-7a4c815a-977f4366def1f206,8,977f4366def1f2065217dc923afc17d71afe3dc399d65e6e323c101c6f6cc215,MUST,WP-10,frozen ExperimentContract; statistical decision fixtures; runner receipt,acceptance/*; docs/process/implementation-plan.md; F-15,product-core,F-15,F-15 Context Effect Lab,Contexpect 不自建通用 agent runner、sandbox、统计估计器或门禁执行平台；通过 versioned runner adapter 接入已有 coding harness、CI/eval runner，统计检验与区间使用冻结版本的成熟库。运行涉及成本和写操作时，experiment contract 必须声明预算、sandbox、approval 和工作目录隔离，并保存 executor receipt。
REQ-8-7a4c815a-1381bc635362ca03,8,1381bc635362ca0310602f39938ab7bba84fd41b890e4c499f1c7df7a4ebaf22,MUST-NOT,WP-10,frozen ExperimentContract; statistical decision fixtures; runner receipt,acceptance/*; docs/process/implementation-plan.md; F-15,product-core,F-15,F-15 Context Effect Lab,固定样本量或基于 `alpha ≤ 0.05`、`power ≥ 0.80` 的样本量计算；不得在看到结果后随意停止；
REQ-8-7a4c815a-e5d5f1afb64d5c66,8,e5d5f1afb64d5c66a1a8e1f7808027537863289ccb7d10d952147d18f09161e7,MUST,WP-10,frozen ExperimentContract; statistical decision fixtures; runner receipt,acceptance/*; docs/process/implementation-plan.md; F-15,product-core,F-15,F-15 Context Effect Lab,前三者必须同时满足预注册判据、方向与最小实际效应，并且没有使实验失效的协议偏离；
REQ-8-d2deeed3-bc9731d718539d6f,8,bc9731d718539d6f257b042d7298e46e405666e3cd2157eceb1999e3344edacb,MUST,WP-05;WP-11,daemon resource/notification tests; CI exit contract; offline gate,acceptance/*; docs/process/implementation-plan.md; F-16,product-core,F-16,F-16 Daemon、Scheduler、CI 与通知,CI 必须支持 JSON、SARIF、Markdown summary、稳定 exit codes 和 baseline diff。
REQ-8-d2deeed3-3d0d72845ef111f7,8,3d0d72845ef111f7a5b38c465fd2fb9d4b577910f8a777c20d4cc7a6dec7a6a0,MUST-AND-MUST-NOT,WP-05;WP-11,daemon resource/notification tests; CI exit contract; offline gate,acceptance/*; docs/process/implementation-plan.md; F-16,product-core,F-16,F-16 Daemon、Scheduler、CI 与通知,未知 harness version 或 required claim 为 indeterminate 时，CI 默认返回独立非通过状态和稳定 exit code `3`；`0` 只代表 policy pass，`2` 代表确定性 drift/finding failure。组织可显式把 indeterminate 降为非阻断，但例外必须写入 Receipt，不能改变 claim 本身。
REQ-8-d2deeed3-22a2b8cf949c1c1c,8,22a2b8cf949c1c1c7a67b211ec89b38d8b3160d9291e894eb34eced9ac7ed22c,MUST,WP-05;WP-11,daemon resource/notification tests; CI exit contract; offline gate,acceptance/*; docs/process/implementation-plan.md; F-16,product-core,F-16,F-16 Daemon、Scheduler、CI 与通知,离线时核心扫描、diff、Doctor、Receipt 和历史查询必须可用。
REQ-8-681c1fef-e056472870bd9a1b,8,e056472870bd9a1bec8a148dac412c895366e5c342cb1a4d0635cb8f95ce48bb,MUST,WP-01;WP-11,JSON Schema/API compatibility; adapter sandbox/egress; import traversal,acceptance/*; docs/process/implementation-plan.md; F-17,product-core,F-17,F-17 导入导出、API 与扩展,必须提供稳定的 CLI JSON envelope、Receipt JSON Schema、adapter manifest schema 和 version migration。
REQ-8-681c1fef-ca50e75261f93bb6,8,ca50e75261f93bb6914e5c960af1a92dbdd8e1bd89cf6123ed187838822f372f,MUST,WP-01;WP-11,JSON Schema/API compatibility; adapter sandbox/egress; import traversal,acceptance/*; docs/process/implementation-plan.md; F-17,product-core,F-17,F-17 导入导出、API 与扩展,adapter SDK 必须包含 fixture runner、golden test、capability declaration、evidence quality 和 compatibility range。
REQ-8-681c1fef-d821742ad11c2df8,8,d821742ad11c2df857240aa15f6b698895e5cb7ff6122220fd8e067449cc78ff,MUST-AND-MUST-NOT,WP-01;WP-11,JSON Schema/API compatibility; adapter sandbox/egress; import traversal,acceptance/*; docs/process/implementation-plan.md; F-17,product-core,F-17,F-17 导入导出、API 与扩展,import 必须验证 schema、大小、路径、签名和压缩包穿越；失败不得部分应用。
REQ-8-8a931333-0edc516fb0f89197,8,0edc516fb0f891973d2901befe4d4654a6538267f034f50ac29e10282af3ce3b,MUST-AND-MUST-NOT,WP-01;WP-11,policy precedence/binding/signature/expiry/offline fixtures; Approval scope; audit chain; CI 0/2/3; semantic-team-validation; scripts/check_semantic_team.py,acceptance/*; docs/process/implementation-plan.md; F-18,product-core,F-18,F-18 Policy、Approval 与 Audit,每个 policy domain 必须有唯一 `PolicyAuthority`，同一 check 不能由两个 evaluator 竞争判定。APM 是 package/source/install/update/license/digest/SBOM 域的唯一 authority；Contexpect 只导入并展示 APM evaluation，不复制或覆盖它。
REQ-8-8a931333-f40c8fae0352cc8a,8,f40c8fae0352cc8a8b9d34b656dc5ff6c016e38bff9b70e240f7e0f08b12d90e,MUST,WP-01;WP-11,policy precedence/binding/signature/expiry/offline fixtures; Approval scope; audit chain; CI 0/2/3; semantic-team-validation; scripts/check_semantic_team.py,acceptance/*; docs/process/implementation-plan.md; F-18,product-core,F-18,F-18 Policy、Approval 与 Audit,必须支持项目/用户本地 context policy、签名 policy bundle，以及通过冻结 integration 读取 APM `apm-policy.yml` evaluation；Contexpect 不自建组织控制面。
REQ-8-8a931333-882f309db28f83e1,8,882f309db28f83e1e52a8b462cbbba6861617488419a8eb0abc5e3b42ef60fe2,MUST-NOT,WP-01;WP-11,policy precedence/binding/signature/expiry/offline fixtures; Approval scope; audit chain; CI 0/2/3; semantic-team-validation; scripts/check_semantic_team.py,acceptance/*; docs/process/implementation-plan.md; F-18,product-core,F-18,F-18 Policy、Approval 与 Audit,precedence 采用 tighten-only：更低 scope 可以增加限制，不能放宽更高 authority 的限制。冲突或无法验证的高层 policy 进入 indeterminate，不能当 pass。
REQ-8-8a931333-8d776d15e7357d18,8,8d776d15e7357d18b21cb3d3f0dea052957a1ffbf4fb70e844a2fb4841e11bbc,MUST,WP-01;WP-11,policy precedence/binding/signature/expiry/offline fixtures; Approval scope; audit chain; CI 0/2/3; semantic-team-validation; scripts/check_semantic_team.py,acceptance/*; docs/process/implementation-plan.md; F-18,product-core,F-18,F-18 Policy、Approval 与 Audit,context policy 至少可约束：asset kind、数据敏感级别/retention、sync/LLM egress、Unknown 处理、Receipt/signature/evidence 要求、capability/surface 和 CI severity；package/source/install/license/digest/SBOM 的结果必须引用 APM check id 与 evidence。
REQ-8-8a931333-4fe354ced35a2eac,8,4fe354ced35a2eac649c8f94a20bbdb786fb58a8fd9ddc6affe6f661e95a0586,MUST-AND-MUST-NOT,WP-01;WP-11,policy precedence/binding/signature/expiry/offline fixtures; Approval scope; audit chain; CI 0/2/3; semantic-team-validation; scripts/check_semantic_team.py,acceptance/*; docs/process/implementation-plan.md; F-18,product-core,F-18,F-18 Policy、Approval 与 Audit,`Approval` 必须由 policy 指定的签名身份作出，记录 action、scope、reason、created/expiry、single-use/persistent 和关联 evidence；过期或越界不能复用。
REQ-8-8a931333-db8b900130ef52f2,8,db8b900130ef52f2c251b0b540d7ae2a8b521ed3f7ef29d2c2a2c89392d24761,MUST-NOT,WP-01;WP-11,policy precedence/binding/signature/expiry/offline fixtures; Approval scope; audit chain; CI 0/2/3; semantic-team-validation; scripts/check_semantic_team.py,acceptance/*; docs/process/implementation-plan.md; F-18,product-core,F-18,F-18 Policy、Approval 与 Audit,`AuditEvent` 以本地 append-only hash chain 保存 policy load/bind/evaluate/exception/approval/apply；可签名导出。管理员默认只看到 metadata，不得到正文。
REQ-8-8a931333-dd21cc56d983e38f,8,dd21cc56d983e38f15501471630feb41619aa073e29136ffb3ec65510a822dec,MUST-AND-MUST-NOT,WP-01;WP-11,semantic-team-validation; scripts/check_semantic_team.py,acceptance/semantic-team-contract.yaml; docs/architecture/semantic-alignment-and-team-standard.md; scripts/check_semantic_team.py,product-core,F-18,F-18 Policy、Approval 与 Audit,分层必须为 organization > team > project > role > personal，并支持 `recommended | required | prohibited`。低层可以收紧，不得静默放宽高层 required/prohibited；personal 只能覆盖 recommended。
REQ-8-8a931333-4fb8fba7f75a84f3,8,4fb8fba7f75a84f315b5f1db6f727a1b3a56f0691fa2547b2f7ad16e0bff570f,MUST-AND-MUST-NOT,WP-01;WP-11,semantic-team-validation; scripts/check_semantic_team.py,acceptance/semantic-team-contract.yaml; docs/architecture/semantic-alignment-and-team-standard.md; scripts/check_semantic_team.py,product-core,F-18,F-18 Policy、Approval 与 Audit,无托管可执行通道时必须报告 `detect-only` 或 `non-enforceable`，不得声称 compliance。
REQ-8-8a931333-4931a3ff32e36145,8,4931a3ff32e36145ecc3a82bb6a95443bd48969452e6e0264f6cf5ce90da4ca5,MUST,WP-01;WP-11,semantic-team-validation; scripts/check_semantic_team.py,acceptance/semantic-team-contract.yaml; docs/architecture/semantic-alignment-and-team-standard.md; scripts/check_semantic_team.py,product-core,F-18,F-18 Policy、Approval 与 Audit,成员有效状态必须按 harness 经同一 CanonicalIntent native projection + reconciliation 流水线计算。
REQ-8-8a931333-f0cec7988bcb59de,8,f0cec7988bcb59de153a34321d2d2267da85fb18c881b37e1ff2b0dccd931821,MUST,WP-01;WP-11,policy precedence/binding/signature/expiry/offline fixtures; Approval scope; audit chain; CI 0/2/3; semantic-team-validation; scripts/check_semantic_team.py,acceptance/*; docs/process/implementation-plan.md; F-18,product-core,F-18,F-18 Policy、Approval 与 Audit,受控 exception 必须记录 requester、approver、reason、精确 intent/policy ID、member/device/project/harness scope、use/time limits、timestamps、signature 与 audit chain；状态为 request/approval/rejection/revocation/expiry。
REQ-8-8a931333-3f22d0734c2ab445,8,3f22d0734c2ab44590d9beb90595591e0925a14d047b00189be3eeaf3692d79b,MUST,WP-01;WP-11,policy precedence/binding/signature/expiry/offline fixtures; Approval scope; audit chain; CI 0/2/3; semantic-team-validation; scripts/check_semantic_team.py,acceptance/*; docs/process/implementation-plan.md; F-18,product-core,F-18,F-18 Policy、Approval 与 Audit,离线 stale/expired/revoked exception 对 required policy 必须 fail-closed，同时仍允许安全 inspection/export。
REQ-8-8a931333-7c44537087c628d5,8,7c44537087c628d536b20505357f34cf668a16aaa3df67a9b6cd190e797a6b32,MUST-NOT,WP-01;WP-11,policy precedence/binding/signature/expiry/offline fixtures; Approval scope; audit chain; CI 0/2/3; semantic-team-validation; scripts/check_semantic_team.py,acceptance/*; docs/process/implementation-plan.md; F-18,product-core,F-18,F-18 Policy、Approval 与 Audit,Leader 视图默认可以包含 standard version、compatibility、compliance、semantic drift class、loss/Unknown、exception metadata、device freshness 与 redacted evidence references；默认不得包含 private prompt text、secrets、unrelated personal context 或 full session history。
REQ-8-8a931333-08a35b7bdc61c79b,8,08a35b7bdc61c79b4fa6e203db88a32f0f82b77054092576249295474589fd74,MUST,WP-01;WP-11,policy precedence/binding/signature/expiry/offline fixtures; Approval scope; audit chain; CI 0/2/3; semantic-team-validation; scripts/check_semantic_team.py,acceptance/*; docs/process/implementation-plan.md; F-18,product-core,F-18,F-18 Policy、Approval 与 Audit,任何 report/upload 之前必须先向成员展示 preview/disclosure。Rollback 必须保留无关个人文件。
REQ-9.4-58ba797f-2d06c3448db63589,9.4,2d06c3448db6358938cd9d3175c51edd111990d44e14f09c5b5b7f1fc7ac80b1,MUST-NOT,WP-04,internal usability gate; WCAG audit; privacy screenshot mode,docs/guides/desktop-ui.md,product-core,NA,9.4 可访问性与隐私视觉,状态不能只靠颜色；需要文字/图标和屏幕阅读器标签。
REQ-9.4-58ba797f-19fbaf7bb8e71902,9.4,19fbaf7bb8e71902ed2ab32f6aed04b9f1905835bc4c9d4b01306004bf565286,MUST,WP-04,internal usability gate; WCAG audit; privacy screenshot mode,docs/guides/desktop-ui.md,product-core,NA,9.4 可访问性与隐私视觉,大图必须提供列表/表格替代；所有关键动作可键盘完成。
REQ-10.2-6ec242d4-4b082ce8c63e3729,10.2,4b082ce8c63e3729ce7de086917763052223255124c17bda6d945873e4c0942d,ONLY-IF,WP-01;WP-03,schema/API compatibility; identity corpus,docs/architecture/data-and-truth-model.md; acceptance/claim-validity-matrix.yaml,product-core,NA,10.2 建议 SQLite 表,只有真实规模证明 SQLite 无法满足时才重新评估。
REQ-10.4-0283e796-9a0fd7a0434a9f32,10.4,9a0fd7a0434a9f321e4cd03afe1242ba70fb3b2af2b9c138d1081b15f90219e7,MUST-NOT,WP-01;WP-03,schema/API compatibility; identity corpus,docs/architecture/data-and-truth-model.md; acceptance/claim-validity-matrix.yaml,product-core,NA,10.4 Stable identity 合同,跨设备比较优先使用 shared asset UUID、Intent membership 和签名来源；低熵/敏感内容没有对外 digest 时只能标 `declared/user-confirmed/unknown`，不能靠正文猜测等价。
REQ-10.5-43915907-b0df4cad6c74153b,10.5,b0df4cad6c74153b317264c1162486bc3a1865f39e3085e1788a111d75d8f184,MUST,WP-01;WP-03,schema/API compatibility; identity corpus,docs/architecture/data-and-truth-model.md; acceptance/claim-validity-matrix.yaml,product-core,NA,10.5 ContextStateClaim 关键字段,`absent` 必须有足够覆盖证据；
REQ-10.6-b4beadf2-3490c4a3d2b38123,10.6,3490c4a3d2b38123f4c2fcc5f3d48cd58ac57b330364737e327f178ef9a23523,MUST-NOT,WP-01;WP-03,schema/API compatibility; identity corpus,docs/architecture/data-and-truth-model.md; acceptance/claim-validity-matrix.yaml,product-core,NA,10.6 Evidence 关键字段,不得保存无校准的裸数值 `confidence`。
REQ-10.8-8fd7bdd4-96866074401e5977,10.8,96866074401e59770262ad3dfd4d8a5fabed0272eeea73c808fd35b963d30638,MUST-NOT,WP-01;WP-03,schema/API compatibility; identity corpus,docs/architecture/data-and-truth-model.md; acceptance/claim-validity-matrix.yaml,product-core,NA,10.8 Policy 关键字段,本阶段不得假装已执行 SQLite migration。
REQ-11.2-00da7e76-3c95b622032cdacc,11.2,3c95b622032cdacc01c27996dc5379bd95f0abee196c9489d8a11034975ed9eb,MUST-AND-MUST-NOT,WP-01;WP-02,compatibility matrix; environment fixtures; unknown-version exit 3,acceptance/compatibility-matrix.yaml; docs/adapters/architecture.md,product-core,NA,11.2 Adapter 更新流程,5. 未完成验证前，用户可运行探索预览，但受影响 claim 必须为 `indeterminate + unknown`；CI 默认 exit `3`，不能产生 pass 或新 baseline。只有显式 policy 例外可使流水线继续，例外仍不改变 claim。
REQ-11.2-00da7e76-0ab9eb44f6795bbb,11.2,0ab9eb44f6795bbb312f642a952bc861612b20c5eb1a4b1dce9fa1d4ed2d9120,MUST,WP-01;WP-02,compatibility matrix; environment fixtures; unknown-version exit 3,acceptance/compatibility-matrix.yaml; docs/adapters/architecture.md,product-core,NA,11.2 Adapter 更新流程,6. 更新必须记录来源 URL、访问时间、允许保存的内容 digest、适用版本；使用开源实现时再记录源码 commit、license、行为变化和迁移说明。厂商文档或样本的归档/再分发必须服从其许可。
REQ-11.2-00da7e76-a1825f0daa974c95,11.2,a1825f0daa974c95ef47941591114aa89595055a9f433d54060e825e71c85add,MUST-AND-MUST-NOT,WP-01;WP-02,compatibility matrix; environment fixtures; unknown-version exit 3,acceptance/compatibility-matrix.yaml; docs/adapters/architecture.md,product-core,NA,11.2 Adapter 更新流程,7. adapter/corpus/executor 更新包必须验证签名和 pinned digest；被撤销版本停止产生权威 claim，自动回到最近仍受信版本只用于其原 compatibility range，不能覆盖新 harness version。
REQ-12.2-1f0319b5-d9f462e15f21936a,12.2,d9f462e15f21936af849b9761fd68fbeb337f6b610aa30efb7c06ae456cea860,MUST-NOT,WP-01;WP-02,docs-structure,docs/architecture/overview.md; docs/adr/0001-rust-tauri-react-sqlite.md,architecture,NA,12.2 推荐实现栈,加密：成熟 audited primitives；设备 envelope、外部恢复方式和密钥轮换按 §13.2.1 冻结 ADR，禁止自创密码算法或恢复码协议。
REQ-12.2-1f0319b5-c68e3d85ed8ce725,12.2,c68e3d85ed8ce7253ade01c01832fb756ee778b47ca94f453f79c589e89a91bd,MUST-NOT,WP-01;WP-02,docs-structure,docs/architecture/overview.md; docs/adr/0001-rust-tauri-react-sqlite.md,architecture,NA,12.2 推荐实现栈,若团队对 Rust 没有维护能力，可改为 Electron/TypeScript 单栈，但不能牺牲路径安全、原子写入和稳定 CLI。
REQ-13.2-b478617e-a4c92a072afd031f,13.2,a4c92a072afd031f568385b5a7632d69c1d25c3a297b77e139640cbbadf24d7d,MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.2 数据分类,secret 永不进入 Receipt、sync bundle 或 LLM payload。
REQ-13.2.1-0c03fce5-14a6f2d5c4de8b5a,13.2.1,14a6f2d5c4de8b5aaad4f601eec32b5e4b95ee60b4b283ffe477aac79a48b8a7,MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.2.1 本地 Vault 密钥生命周期,第一次持久化敏感正文时生成独立随机 data-encryption key（DEK），内容使用成熟 AEAD 加密。DEK 由 macOS Keychain、Windows DPAPI/Credential Manager、Linux Secret Service，或用户明确选择的 age/SOPS/external secret manager recipient 包裹；不能安全存储时拒绝开启 vault。
REQ-13.2.1-0c03fce5-1c0a8f9af4a53e9e,13.2.1,1c0a8f9af4a53e9ebde30ad54cd3a37b582949fc8f5034c2e041486c9f90fd8f,MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.2.1 本地 Vault 密钥生命周期,vault 有显式 create/unlock/lock 状态；默认闲置 15 分钟自动锁定，锁屏、登出、休眠和用户命令立即锁定。锁定时 daemon 只能处理 metadata，不能缓存解密正文。
REQ-13.2.1-0c03fce5-259f7808cc958435,13.2.1,259f7808cc958435ca3568035949e63ff4419c4637e4acdbfef80ce65c13ab5c,MUST,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.2.1 本地 Vault 密钥生命周期,备份只包含加密 vault 与必要 manifest，默认不捆绑解密 key。恢复由 OS keystore 同步能力或用户选定的外部 age/SOPS/secret manager 完成；产品必须提供恢复演练，且明确提示丢失所有 wrapping recipient/key 会永久丢失正文。
REQ-13.3-36448d3b-ed2f54d5954c213d,13.3,ed2f54d5954c213d3d86a2a64d7b458af78b052f513128965eca61a695778615,MUST,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.3 安全要求,所有 archive/package path 在解析后必须保持根目录 containment；明确说明这不等于执行 sandbox。
REQ-13.3-36448d3b-e55532814d6fb09e,13.3,e55532814d6fb09e3ae532778edabd2a11058e4219222c96892764c5196397ad,MUST,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.3 安全要求,Contexpect core、adapter、corpus 和外部 executor 更新必须来自签名发布/固定 digest，具有版本回退保护和 revoked-version denylist；更新失败不破坏当前已验证版本。
REQ-13.3-36448d3b-f555aad468e692a6,13.3,f555aad468e692a6882eb66e1595e9d1f0ef5cb7447f026d5b71f122d40e3168,MUST,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.3 安全要求,内容脱敏必须发生在日志和序列化之前，而不是只在 UI 遮罩。
REQ-13.3-36448d3b-086140cd6e2ac475,13.3,086140cd6e2ac475d462cad401eaba65b631780c7bd8df1c6e91c44f6cb624ae,MUST-NOT,WP-01;WP-07;WP-11,security/privacy gates in WP-07/WP-11/WP-12,docs/security/privacy-and-threat-model.md; docs/security/encrypted-sync-protocol.md,security,NA,13.3 安全要求,敏感正文不写入普通 OS temp；确需中间落盘时使用应用私有、权限 `0600`、加密且有 crash recovery 的目录。不得声称在 APFS/SSD/备份上可保证物理安全擦除。
